Year,Order_ID,Order_Sales,Running_Sales
2011,CA-2011-102988,4164,41034
2011,CA-2011-103058,100,41134
2011,CA-2011-103086,5,41139
2011,CA-2011-103100,1104,42247
2011,CA-2011-103100,4,42247
2011,CA-2011-103191,332,42579
2011,CA-2011-103219,57,42636
2011,CA-2011-103310,40,44406
2011,CA-2011-103310,257,44406
2011,CA-2011-103310,41,44406
2011,CA-2011-103310,1432,44406
2011,CA-2011-103317,10,44649
2011,CA-2011-103317,213,44649
2011,CA-2011-103317,20,44649
2011,CA-2011-103331,11,44680
2011,CA-2011-103331,17,44680
2011,CA-2011-103331,3,44680
2011,CA-2011-103366,150,44830
2011,CA-2011-103373,780,45610
2011,CA-2011-103401,13,45623
2011,CA-2011-103429,236,46389
2011,CA-2011-103429,40,46389
2011,CA-2011-103429,464,46389
2011,CA-2011-103429,26,46389
2011,CA-2011-103492,756,47878
2011,CA-2011-103492,1,47878
2011,CA-2011-103492,12,47878
2011,CA-2011-103492,720,47878
2011,CA-2011-103527,11,47889
2011,CA-2011-103590,62,47951
2011,CA-2011-103660,1008,48959
2011,CA-2011-103702,64,49023
2011,CA-2011-103744,7,49034
2011,CA-2011-103744,4,49034
2011,CA-2011-103800,16,49050
2011,CA-2011-103807,6,49071
2011,CA-2011-103807,15,49071
2011,CA-2011-103849,58,49296
2011,CA-2011-103849,101,49296
2011,CA-2011-103849,66,49296
2011,CA-2011-103940,35,49556
2011,CA-2011-103940,137,49556
2011,CA-2011-103940,58,49556
2011,CA-2011-103940,30,49556
2011,CA-2011-103989,12,50147
2011,CA-2011-103989,324,50147
2011,CA-2011-103989,34,50147
2011,CA-2011-103989,5,50147
2011,CA-2011-103989,20,50147
2011,CA-2011-103989,170,50147
2011,CA-2011-103989,26,50147
2011,CA-2011-104178,6,50323
2011,CA-2011-104178,26,50323
2011,CA-2011-104178,49,50323
2011,CA-2011-104178,95,50323
2011,CA-2011-104269,458,50781
2011,CA-2011-104283,306,51397
2011,CA-2011-104283,224,51397
2011,CA-2011-104283,86,51397
2011,CA-2011-104402,66,51463
2011,CA-2011-104472,73,51596
2011,CA-2011-104472,60,51596
2011,CA-2011-104563,437,52741
2011,CA-2011-104563,482,52741
2011,CA-2011-104563,205,52741
2011,CA-2011-104563,21,52741
2011,CA-2011-104738,13,53351
2011,CA-2011-104738,2,53351
2011,CA-2011-104738,48,53351
2011,CA-2011-104738,218,53351
2011,CA-2011-104738,329,53351
2011,CA-2011-104773,60,53411
2011,CA-2011-104780,32,53443
2011,CA-2011-104808,17,53460
2011,CA-2011-104829,22,53482
2011,CA-2011-104976,35,53517
2011,CA-2011-105165,197,53987
2011,CA-2011-105165,22,53987
2011,CA-2011-105165,3,53987
2011,CA-2011-105165,201,53987
2011,CA-2011-105165,47,53987
2011,CA-2011-105172,19,54006
2011,CA-2011-105249,411,54465
2011,CA-2011-105249,41,54465
2011,CA-2011-105249,7,54465
2011,CA-2011-105270,113,54608
2011,CA-2011-105270,30,54608
2011,CA-2011-105340,7,54615
2011,CA-2011-105417,10,54702
2011,CA-2011-105417,77,54702
2011,CA-2011-105648,626,55328
2011,CA-2011-105872,70,55398
2011,CA-2011-105893,666,56064
2011,CA-2011-105984,611,57725
2011,CA-2011-105984,1050,57725
2011,CA-2011-106054,13,57738
2011,CA-2011-106229,269,58007
2011,CA-2011-106264,3,58022
2011,CA-2011-106264,12,58022
2011,CA-2011-106376,1113,59303
2011,CA-2011-106376,168,59303
2011,CA-2011-106439,252,60310
2011,CA-2011-106439,19,60310
2011,CA-2011-106439,146,60310
2011,CA-2011-106439,16,60310
2011,CA-2011-106439,65,60310
2011,CA-2011-106439,406,60310
2011,CA-2011-106439,12,60310
2011,CA-2011-106439,11,60310
2011,CA-2011-106439,80,60310
2011,CA-2011-106572,264,60574
2011,CA-2011-106719,8,60582
2011,CA-2011-106726,1261,61843
2011,CA-2011-106803,25,61988
2011,CA-2011-106803,120,61988
2011,CA-2011-106810,311,62299
2011,CA-2011-106971,476,62775
2011,CA-2011-107139,181,62956
2011,CA-2011-107153,46,63002
2011,CA-2011-107181,83,63119
2011,CA-2011-107181,34,63119
2011,CA-2011-107398,7,63150
2011,CA-2011-107398,3,63150
2011,CA-2011-107398,21,63150
2011,CA-2011-107454,35,63274
2011,CA-2011-107454,89,63274
2011,CA-2011-107524,11,63321
2011,CA-2011-107524,36,63321
2011,CA-2011-107573,23,63344
2011,CA-2011-107594,74,63424
2011,CA-2011-107594,6,63424
2011,CA-2011-107706,16,63440
2011,CA-2011-107755,115,63555
2011,CA-2011-107769,258,63813
2011,CA-2011-107811,562,64475
2011,CA-2011-107811,100,64475
2011,CA-2011-107818,976,66247
2011,CA-2011-107818,304,66247
2011,CA-2011-107818,6,66247
2011,CA-2011-107818,486,66247
2011,CA-2011-107916,13,66273
2011,CA-2011-107916,13,66273
2011,CA-2011-108147,68,68018
2011,CA-2011-108147,1677,68018
2011,CA-2011-108182,9,68027
2011,CA-2011-108189,5,68624
2011,CA-2011-108189,9,68624
2011,CA-2011-108189,15,68624
2011,CA-2011-108189,7,68624
2011,CA-2011-108189,230,68624
2011,CA-2011-108189,318,68624
2011,CA-2011-108189,13,68624
2011,CA-2011-108273,57,68717
2011,CA-2011-108273,36,68717
2011,CA-2011-108609,1422,70139
2011,CA-2011-108707,10,70149
2011,CA-2011-108861,137,70286
2011,CA-2011-108903,14,70498
2011,CA-2011-108903,142,70498
2011,CA-2011-108903,56,70498
2011,CA-2011-109043,152,70741
2011,CA-2011-109043,91,70741
2011,CA-2011-109127,17,70758
2011,CA-2011-109134,20,70778
2011,CA-2011-109218,32,70810
2011,CA-2011-109232,546,71356
2011,CA-2011-109302,196,71552
2011,CA-2011-109491,20,71634
2011,CA-2011-109491,62,71634
2011,CA-2011-109680,386,72020
2011,CA-2011-109855,24,72401
2011,CA-2011-109855,357,72401
2011,CA-2011-109890,36,72437
2011,CA-2011-109897,85,73328
2011,CA-2011-109897,806,73328
2011,CA-2011-109904,18,73346
2011,CA-2011-109918,84,73478
2011,CA-2011-109918,21,73478
2011,CA-2011-109918,27,73478
2011,CA-2011-109932,11,73726
2011,CA-2011-109932,237,73726
2011,CA-2011-110030,24,73750
2011,CA-2011-110065,16,73902
2011,CA-2011-110065,136,73902
2011,CA-2011-110072,94,73996
2011,CA-2011-110100,302,74298
2011,CA-2011-110184,256,74804
2011,CA-2011-110184,250,74804
2011,CA-2011-110219,128,74932
2011,CA-2011-110352,24,74956
2011,CA-2011-110408,546,77173
2011,CA-2011-110408,276,77173
2011,CA-2011-110408,1395,77173
2011,CA-2011-110422,25,77198
2011,CA-2011-110527,21,77219
2011,CA-2011-110555,106,77629
2011,CA-2011-110555,87,77629
2011,CA-2011-110555,217,77629
2011,CA-2011-110611,84,77713
2011,CA-2011-110639,26,77785
2011,CA-2011-110639,46,77785
2011,CA-2011-110786,21,79151
2011,CA-2011-110786,192,79151
2011,CA-2011-110786,25,79151
2011,CA-2011-110786,275,79151
2011,CA-2011-110786,14,79151
2011,CA-2011-110786,71,79151
2011,CA-2011-110786,768,79151
2011,CA-2011-110849,288,79475
2011,CA-2011-110849,12,79475
2011,CA-2011-110849,13,79475
2011,CA-2011-110849,11,79475
2011,CA-2011-111003,45,79809
2011,CA-2011-111003,289,79809
2011,CA-2011-111059,13,79906
2011,CA-2011-111059,84,79906
2011,CA-2011-111150,30,79984
2011,CA-2011-111150,48,79984
2011,CA-2011-111157,3,80138
2011,CA-2011-111157,151,80138
2011,CA-2011-111192,1368,81506
2011,CA-2011-111360,6,81512
2011,CA-2011-111451,300,82367
2011,CA-2011-111451,218,82367
2011,CA-2011-111451,230,82367
2011,CA-2011-111451,79,82367
2011,CA-2011-111451,28,82367
2011,CA-2011-111500,13,82852
2011,CA-2011-111500,18,82852
2011,CA-2011-111500,340,82852
2011,CA-2011-111500,114,82852
2011,CA-2011-111773,14,82866
2011,CA-2011-111857,49,82915
2011,CA-2011-111871,1198,84113
2011,CA-2011-111899,38,84156
2011,CA-2011-111899,5,84156
2011,CA-2011-111934,35,84203
2011,CA-2011-111934,12,84203
2011,CA-2011-111962,808,85021
2011,CA-2011-111962,10,85021
2011,CA-2011-112158,120,86072
2011,CA-2011-112158,47,86072
2011,CA-2011-112158,884,86072
2011,CA-2011-112291,11,86305
2011,CA-2011-112291,160,86305
2011,CA-2011-112291,62,86305
2011,CA-2011-112326,4,86594
2011,CA-2011-112326,273,86594
2011,CA-2011-112326,12,86594
2011,CA-2011-112403,1,86595
2011,CA-2011-112718,1,86596
2011,CA-2011-112837,128,86724
2011,CA-2011-112851,183,86907
2011,CA-2011-113047,12,86919
2011,CA-2011-113166,10,86929
2011,CA-2011-113257,9,87258
2011,CA-2011-113257,320,87258
2011,CA-2011-113271,14,87430
2011,CA-2011-113271,32,87430
2011,CA-2011-113271,120,87430
2011,CA-2011-113271,6,87430
2011,CA-2011-113320,9,87461
2011,CA-2011-113320,13,87461
2011,CA-2011-113320,9,87461
2011,CA-2011-113362,449,87921
2011,CA-2011-113362,11,87921
2011,CA-2011-113383,82,88258
2011,CA-2011-113383,255,88258
2011,CA-2011-113579,90,88348
2011,CA-2011-113768,8,88635
2011,CA-2011-113768,279,88635
2011,CA-2011-113859,340,88975
2011,CA-2011-113880,17,89626
2011,CA-2011-113880,634,89626
2011,CA-2011-113887,55,89681
2011,CA-2011-113929,40,89797
2011,CA-2011-113929,41,89797
2011,CA-2011-113929,35,89797
2011,CA-2011-113964,18,89815
2011,CA-2011-114125,3,89884
2011,CA-2011-114125,24,89884
2011,CA-2011-114125,42,89884
2011,CA-2011-114181,22,90256
2011,CA-2011-114181,350,90256
2011,CA-2011-114195,22,90350
2011,CA-2011-114195,69,90350
2011,CA-2011-114195,3,90350
2011,CA-2011-114251,58,91827
2011,CA-2011-114251,52,91827
2011,CA-2011-114251,274,91827
2011,CA-2011-114251,13,91827
2011,CA-2011-114251,1080,91827
2011,CA-2011-114314,7,91843
2011,CA-2011-114314,9,91843
2011,CA-2011-114321,20,93260
2011,CA-2011-114321,897,93260
2011,CA-2011-114321,500,93260
2011,CA-2011-114335,337,93597
2011,CA-2011-114433,150,93747
2011,CA-2011-114510,21,94027
2011,CA-2011-114510,81,94027
2011,CA-2011-114510,62,94027
2011,CA-2011-114510,33,94027
2011,CA-2011-114510,83,94027
2011,CA-2011-114517,57,94137
2011,CA-2011-114517,53,94137
2011,CA-2011-114643,15,94152
2011,CA-2011-114790,588,94935
2011,CA-2011-114790,33,94935
2011,CA-2011-114790,15,94935
2011,CA-2011-114790,147,94935
2011,CA-2011-115049,154,95089
2011,CA-2011-115056,26,95115
2011,CA-2011-115084,605,95720
2011,CA-2011-115133,33,95773
2011,CA-2011-115133,3,95773
2011,CA-2011-115133,17,95773
2011,CA-2011-115161,291,96064
2011,CA-2011-115259,5,96263
2011,CA-2011-115259,40,96263
2011,CA-2011-115259,24,96263
2011,CA-2011-115259,130,96263
2011,CA-2011-115336,14,96277
2011,CA-2011-115357,63,96340
2011,CA-2011-115791,127,96640
2011,CA-2011-115791,19,96640
2011,CA-2011-115791,30,96640
2011,CA-2011-115791,124,96640
2011,CA-2011-115812,49,100354
2011,CA-2011-115812,1706,100354
2011,CA-2011-115812,115,100354
2011,CA-2011-115812,7,100354
2011,CA-2011-115812,19,100354
2011,CA-2011-115812,911,100354
2011,CA-2011-115812,907,100354
2011,CA-2011-115889,363,100763
2011,CA-2011-115889,46,100763
2011,CA-2011-115973,3,100766
2011,CA-2011-115980,3,100776
2011,CA-2011-115980,7,100776
2011,CA-2011-116190,68,101033
2011,CA-2011-116190,26,101033
2011,CA-2011-116190,163,101033
2011,CA-2011-116239,355,101388
2011,CA-2011-116246,3785,105173
2011,CA-2011-116407,333,105535
2011,CA-2011-116407,4,105535
2011,CA-2011-116407,25,105535
2011,CA-2011-116568,186,105721
2011,CA-2011-116666,1800,107521
2011,CA-2011-116673,6,107527
2011,CA-2011-116757,26,107574
2011,CA-2011-116757,21,107574
2011,CA-2011-116785,13,107608
2011,CA-2011-116785,21,107608
2011,CA-2011-116834,345,108016
2011,CA-2011-116834,63,108016
2011,CA-2011-116904,13,117916
2011,CA-2011-116904,405,117916
2011,CA-2011-116904,32,117916
2011,CA-2011-116904,9450,117916
2011,CA-2011-116932,273,119090
2011,CA-2011-116932,99,119090
2011,CA-2011-116932,802,119090
2011,CA-2011-117016,16,119106
2011,CA-2011-117317,13,119119
2011,CA-2011-117345,78,119322
2011,CA-2011-117345,18,119322
2011,CA-2011-117345,63,119322
2011,CA-2011-117345,44,119322
2011,CA-2011-117429,130,119452
2011,CA-2011-117464,237,120589
2011,CA-2011-117464,12,120589
2011,CA-2011-117464,170,120589
2011,CA-2011-117464,718,120589
2011,CA-2011-117478,7,120596
2011,CA-2011-117639,2716,123930
2011,CA-2011-117639,618,123930
2011,CA-2011-117709,47,123977
2011,CA-2011-117765,20,124621
2011,CA-2011-117765,32,124621
2011,CA-2011-117765,162,124621
2011,CA-2011-117765,430,124621
2011,CA-2011-118192,37,124661
2011,CA-2011-118192,3,124661
2011,CA-2011-118276,9,124670
2011,CA-2011-118304,20,124690
2011,CA-2011-118339,94,124940
2011,CA-2011-118339,47,124940
2011,CA-2011-118339,53,124940
2011,CA-2011-118339,36,124940
2011,CA-2011-118339,20,124940
2011,CA-2011-118962,111,125412
2011,CA-2011-118962,21,125412
2011,CA-2011-118962,340,125412
2011,CA-2011-118976,21,125939
2011,CA-2011-118976,5,125939
2011,CA-2011-118976,3,125939
2011,CA-2011-118976,498,125939
2011,CA-2011-119032,4,125943
2011,CA-2011-119144,306,126674
2011,CA-2011-119144,345,126674
2011,CA-2011-119144,80,126674
2011,CA-2011-119151,1118,128068
2011,CA-2011-119151,276,128068
2011,CA-2011-119172,105,128190
2011,CA-2011-119172,17,128190
2011,CA-2011-119375,124,131306
2011,CA-2011-119375,58,131306
2011,CA-2011-119375,2934,131306
2011,CA-2011-119466,9,131315
2011,CA-2011-119529,6,131321
2011,CA-2011-119977,124,131445
2011,CA-2011-120096,178,131655
2011,CA-2011-120096,32,131655
2011,CA-2011-120243,12,131667
2011,CA-2011-120278,37,131985
2011,CA-2011-120278,23,131985
2011,CA-2011-120278,12,131985
2011,CA-2011-120278,246,131985
2011,CA-2011-120411,11,132489
2011,CA-2011-120411,493,132489
2011,CA-2011-120432,26,132515
2011,CA-2011-120474,47,135370
2011,CA-2011-120474,2808,135370
2011,CA-2011-120544,6,135416
2011,CA-2011-120544,34,135416
2011,CA-2011-120544,6,135416
2011,CA-2011-120670,800,136216
2011,CA-2011-120768,1820,138196
2011,CA-2011-120768,153,138196
2011,CA-2011-120768,7,138196
2011,CA-2011-120775,32,138254
2011,CA-2011-120775,2,138254
2011,CA-2011-120775,15,138254
2011,CA-2011-120775,4,138254
2011,CA-2011-120775,5,138254
2011,CA-2011-120838,330,139189
2011,CA-2011-120838,605,139189
2011,CA-2011-120852,65,139273
2011,CA-2011-120852,19,139273
2011,CA-2011-120887,88,139361
2011,CA-2011-120950,44,139405
2011,CA-2011-121006,63,140600
2011,CA-2011-121006,564,140600
2011,CA-2011-121006,4,140600
2011,CA-2011-121006,13,140600
2011,CA-2011-121006,16,140600
2011,CA-2011-121006,535,140600
2011,CA-2011-121167,17,140617
2011,CA-2011-121286,58,140683
2011,CA-2011-121286,8,140683
2011,CA-2011-121573,8,141524
2011,CA-2011-121573,784,141524
2011,CA-2011-121573,49,141524
2011,CA-2011-121629,999,142523
2011,CA-2011-121664,141,142664
2011,CA-2011-121727,11,142675
2011,CA-2011-121762,239,143236
2011,CA-2011-121762,82,143236
2011,CA-2011-121762,240,143236
2011,CA-2011-121769,172,143408
2011,CA-2011-122070,248,143666
2011,CA-2011-122070,10,143666
2011,CA-2011-122217,111,143777
2011,CA-2011-122336,18,144408
2011,CA-2011-122336,510,144408
2011,CA-2011-122336,31,144408
2011,CA-2011-122336,72,144408
2011,CA-2011-122567,1,144417
2011,CA-2011-122567,8,144417
2011,CA-2011-122588,53,144470
2011,CA-2011-122609,25,144623
2011,CA-2011-122609,128,144623
2011,CA-2011-122679,20,144643
2011,CA-2011-122749,480,145123
2011,CA-2011-122882,32,145662
2011,CA-2011-122882,400,145662
2011,CA-2011-122882,65,145662
2011,CA-2011-122882,42,145662
2011,CA-2011-122931,55,148020
2011,CA-2011-122931,4,148020
2011,CA-2011-122931,409,148020
2011,CA-2011-122931,67,148020
2011,CA-2011-122931,21,148020
2011,CA-2011-122931,1802,148020
2011,CA-2011-123064,5,148025
2011,CA-2011-123127,17,148042
2011,CA-2011-123225,10,148628
2011,CA-2011-123225,576,148628
2011,CA-2011-123253,4,148632
2011,CA-2011-123260,177,148809
2011,CA-2011-123295,259,149068
2011,CA-2011-123316,8,149076
2011,CA-2011-123323,123,149199
2011,CA-2011-123344,212,149411
2011,CA-2011-123400,18,149610
2011,CA-2011-123400,181,149610
2011,CA-2011-123477,65,149675
2011,CA-2011-123498,26,149775
2011,CA-2011-123498,74,149775
2011,CA-2011-123855,140,149915
2011,CA-2011-123925,40,149955
2011,CA-2011-124023,9,149964
2011,CA-2011-124079,88,150057
2011,CA-2011-124079,5,150057
2011,CA-2011-124247,1404,151461
2011,CA-2011-124394,11,151592
2011,CA-2011-124394,120,151592
2011,CA-2011-124429,567,152518
2011,CA-2011-124429,359,152518
2011,CA-2011-124464,39,152557
2011,CA-2011-124478,54,153667
2011,CA-2011-124478,168,153667
2011,CA-2011-124478,38,153667
2011,CA-2011-124478,550,153667
2011,CA-2011-124478,300,153667
2011,CA-2011-124513,66,153733
2011,CA-2011-124618,480,154213
2011,CA-2011-124646,502,154877
2011,CA-2011-124646,162,154877
2011,CA-2011-124688,29,156689
2011,CA-2011-124688,1203,156689
2011,CA-2011-124688,580,156689
2011,CA-2011-124702,138,157557
2011,CA-2011-124702,730,157557
2011,CA-2011-124709,238,157795
2011,CA-2011-124723,489,158284
2011,CA-2011-124730,17,158699
2011,CA-2011-124730,13,158699
2011,CA-2011-124730,93,158699
2011,CA-2011-124730,12,158699
2011,CA-2011-124730,280,158699
2011,CA-2011-124737,31,159124
2011,CA-2011-124737,223,159124
2011,CA-2011-124737,16,159124
2011,CA-2011-124737,7,159124
2011,CA-2011-124737,4,159124
2011,CA-2011-124737,144,159124
2011,CA-2011-124807,24,159184
2011,CA-2011-124807,36,159184
2011,CA-2011-124856,117,160794
2011,CA-2011-124856,19,160794
2011,CA-2011-124856,78,160794
2011,CA-2011-124856,1396,160794
2011,CA-2011-125136,96,160901
2011,CA-2011-125136,11,160901
2011,CA-2011-125150,233,161134
2011,CA-2011-125171,14,161148
2011,CA-2011-125514,26,161216
2011,CA-2011-125514,36,161216
2011,CA-2011-125514,6,161216
2011,CA-2011-125542,348,161737
2011,CA-2011-125542,173,161737
2011,CA-2011-125556,44,162614
2011,CA-2011-125556,833,162614
2011,CA-2011-125612,40,162777
2011,CA-2011-125612,21,162777
2011,CA-2011-125612,102,162777
2011,CA-2011-125682,10,162787
2011,CA-2011-125731,1487,164296
2011,CA-2011-125731,22,164296
2011,CA-2011-125759,15,164311
2011,CA-2011-125829,666,166040
2011,CA-2011-125829,574,166040
2011,CA-2011-125829,19,166040
2011,CA-2011-125829,22,166040
2011,CA-2011-125829,448,166040
2011,CA-2011-125997,802,169560
2011,CA-2011-125997,632,169560
2011,CA-2011-125997,31,169560
2011,CA-2011-125997,75,169560
2011,CA-2011-125997,1350,169560
2011,CA-2011-125997,630,169560
2011,CA-2011-126032,86,169646
2011,CA-2011-126193,13,169968
2011,CA-2011-126193,4,169968
2011,CA-2011-126193,305,169968
2011,CA-2011-126200,26,170006
2011,CA-2011-126200,12,170006
2011,CA-2011-126277,3,170009
2011,CA-2011-126333,5,170014
2011,CA-2011-126361,159,172140
2011,CA-2011-126361,1090,172140
2011,CA-2011-126361,16,172140
2011,CA-2011-126361,13,172140
2011,CA-2011-126361,448,172140
2011,CA-2011-126361,400,172140
2011,CA-2011-126403,786,174444
2011,CA-2011-126403,166,174444
2011,CA-2011-126403,26,174444
2011,CA-2011-126403,1326,174444
2011,CA-2011-126480,9,174453
2011,CA-2011-126522,54,174507
2011,CA-2011-126683,6,176862
2011,CA-2011-126683,2349,176862
2011,CA-2011-126760,674,178753
2011,CA-2011-126760,134,178753
2011,CA-2011-126760,171,178753
2011,CA-2011-126760,912,178753
2011,CA-2011-126802,39,178792
2011,CA-2011-126907,16,178808
2011,CA-2011-126963,37,178845
2011,CA-2011-127012,12,178921
2011,CA-2011-127012,41,178921
2011,CA-2011-127012,23,178921
2011,CA-2011-127131,198,179643
2011,CA-2011-127131,486,179643
2011,CA-2011-127131,12,179643
2011,CA-2011-127131,26,179643
2011,CA-2011-127159,35,179678
2011,CA-2011-127166,108,179865
2011,CA-2011-127166,18,179865
2011,CA-2011-127166,56,179865
2011,CA-2011-127166,5,179865
2011,CA-2011-127187,130,179995
2011,CA-2011-127299,67,182687
2011,CA-2011-127299,2625,182687
2011,CA-2011-127383,50,182737
2011,CA-2011-127446,6,184012
2011,CA-2011-127446,6,184012
2011,CA-2011-127446,1219,184012
2011,CA-2011-127446,25,184012
2011,CA-2011-127446,16,184012
2011,CA-2011-127446,3,184012
2011,CA-2011-127488,5,184017
2011,CA-2011-127523,36,184053
2011,CA-2011-127558,772,184855
2011,CA-2011-127558,20,184855
2011,CA-2011-127558,10,184855
2011,CA-2011-127586,310,185165
2011,CA-2011-127614,1256,186672
2011,CA-2011-127614,234,186672
2011,CA-2011-127614,17,186672
2011,CA-2011-127691,6,186838
2011,CA-2011-127691,160,186838
